,Activity
1280,WALKING_DOWNSTAIRS
1238,WALKING
7872,LAYING
3083,STANDING
85,WALKING
2662,WALKING_DOWNSTAIRS
3814,STANDING
4987,WALKING
3495,LAYING
1549,WALKING
1548,WALKING
8205,WALKING
9725,WALKING_UPSTAIRS
7913,WALKING
9979,SITTING
8998,WALKING_DOWNSTAIRS
6683,SITTING
9554,WALKING_UPSTAIRS
4692,WALKING_UPSTAIRS
8821,WALKING
1414,WALKING
2054,WALKING_UPSTAIRS
7743,WALKING
4743,SITTING
9173,WALKING_DOWNSTAIRS
836,WALKING_UPSTAIRS
8285,SITTING
122,WALKING
2451,LAYING
1082,WALKING
4861,WALKING_UPSTAIRS
3824,STANDING
2357,WALKING_UPSTAIRS
8445,SITTING
4854,WALKING_DOWNSTAIRS
9251,SITTING
5673,STANDING
4841,WALKING_UPSTAIRS
6540,LAYING
2767,LAYING
5164,LAYING
2852,WALKING_UPSTAIRS
2298,LAYING
3638,STANDING
3336,LAYING
7829,STANDING
3800,STANDING
7080,WALKING
7123,WALKING_UPSTAIRS
4792,LAYING
1200,SITTING
10204,LAYING
2946,LAYING
5585,LAYING
4910,STANDING
6885,LAYING
3053,STANDING
2434,SITTING
1722,WALKING_DOWNSTAIRS
884,SITTING
3308,SITTING
7216,SITTING
4916,SITTING
7964,WALKING_UPSTAIRS
1946,SITTING
4427,SITTING
2583,SITTING
3610,STANDING
8337,WALKING
1091,WALKING
7945,WALKING_DOWNSTAIRS
3189,WALKING
4068,LAYING
1732,WALKING_DOWNSTAIRS
6299,SITTING
1027,SITTING
8006,SITTING
8299,SITTING
729,SITTING
2643,WALKING
1526,LAYING
4431,SITTING
1026,SITTING
4577,SITTING
4055,SITTING
8478,LAYING
6853,SITTING
4174,WALKING_UPSTAIRS
1795,SITTING
7559,LAYING
7168,STANDING
9370,WALKING_DOWNSTAIRS
5668,WALKING_UPSTAIRS
1756,WALKING_UPSTAIRS
5210,WALKING_DOWNSTAIRS
7000,SITTING
6237,WALKING_UPSTAIRS
9429,SITTING
4649,WALKING
8425,STANDING
6465,STANDING
115,WALKING
6973,STANDING
1225,LAYING
7104,WALKING_DOWNSTAIRS
3168,WALKING
3202,WALKING_DOWNSTAIRS
8915,SITTING
4108,WALKING
7662,STANDING
9602,SITTING
7985,STANDING
5353,LAYING
9439,SITTING
4197,STANDING
5653,WALKING_UPSTAIRS
8042,WALKING
2525,WALKING_UPSTAIRS
1464,WALKING_UPSTAIRS
6162,LAYING
1231,LAYING
3619,STANDING
8838,WALKING_DOWNSTAIRS
4172,WALKING_UPSTAIRS
5507,STANDING
2907,SITTING
8492,WALKING
5818,WALKING_DOWNSTAIRS
8863,WALKING_UPSTAIRS
6380,WALKING
1382,LAYING
888,SITTING
2001,WALKING
1787,STANDING
1500,STANDING
5027,WALKING_DOWNSTAIRS
7083,WALKING
4191,STANDING
1125,WALKING_DOWNSTAIRS
3524,LAYING
8865,WALKING_UPSTAIRS
5381,WALKING
7839,STANDING
6171,WALKING
1293,WALKING_UPSTAIRS
7122,WALKING_UPSTAIRS
522,STANDING
6172,WALKING
5692,STANDING
5172,WALKING
5441,WALKING_DOWNSTAIRS
2878,STANDING
86,WALKING
6331,LAYING
10259,WALKING_DOWNSTAIRS
3657,SITTING
9472,LAYING
7935,WALKING_DOWNSTAIRS
9239,STANDING
4889,STANDING
7970,WALKING_UPSTAIRS
5535,SITTING
9720,WALKING_UPSTAIRS
8598,SITTING
8102,WALKING_DOWNSTAIRS
6431,WALKING_DOWNSTAIRS
3164,LAYING
10051,WALKING_DOWNSTAIRS
2800,WALKING
9870,WALKING_DOWNSTAIRS
3630,STANDING
4665,WALKING_DOWNSTAIRS
5196,WALKING
232,SITTING
3081,STANDING
2441,LAYING
3294,SITTING
5344,LAYING
853,STANDING
1637,STANDING
7561,LAYING
1928,SITTING
806,WALKING_DOWNSTAIRS
4919,SITTING
7,STANDING
10179,LAYING
6093,STANDING
3131,LAYING
838,WALKING_UPSTAIRS
8531,WALKING_UPSTAIRS
8029,LAYING
1395,LAYING
3915,WALKING
6068,STANDING
3568,WALKING_DOWNSTAIRS
8741,STANDING
2495,WALKING_DOWNSTAIRS
8364,WALKING_DOWNSTAIRS
7951,WALKING_UPSTAIRS
9515,WALKING_DOWNSTAIRS
2876,STANDING
2465,LAYING
7844,STANDING
6919,WALKING
3511,LAYING
2858,WALKING_UPSTAIRS
8256,WALKING_DOWNSTAIRS
9689,WALKING
4981,LAYING
6114,SITTING
3109,SITTING
619,WALKING
5994,WALKING
5368,LAYING
6106,SITTING
6381,WALKING
9218,STANDING
2965,LAYING
8963,WALKING
10027,WALKING
6946,WALKING_UPSTAIRS
2511,WALKING_DOWNSTAIRS
132,WALKING_DOWNSTAIRS
9453,LAYING
364,STANDING
276,WALKING
2428,SITTING
2974,WALKING
7289,WALKING
8179,LAYING
5448,WALKING_UPSTAIRS
3799,STANDING
5755,LAYING
278,WALKING
967,WALKING_DOWNSTAIRS
2263,SITTING
7117,WALKING_DOWNSTAIRS
8123,STANDING
3659,SITTING
1392,LAYING
385,SITTING
4154,WALKING_UPSTAIRS
2747,SITTING
1300,WALKING_UPSTAIRS
5651,WALKING_UPSTAIRS
7704,SITTING
5401,WALKING
9485,WALKING
7831,STANDING
8090,WALKING_DOWNSTAIRS
5537,SITTING
2826,WALKING_DOWNSTAIRS
5188,WALKING
2856,WALKING_UPSTAIRS
1260,WALKING
7394,SITTING
228,SITTING
7403,SITTING
5849,WALKING_UPSTAIRS
2081,STANDING
6036,WALKING_UPSTAIRS
721,SITTING
8835,WALKING_DOWNSTAIRS
6765,WALKING_DOWNSTAIRS
9638,LAYING
2654,WALKING
9211,STANDING
4730,SITTING
5580,LAYING
1071,LAYING
9605,SITTING
7571,LAYING
8704,WALKING_UPSTAIRS
7165,WALKING_UPSTAIRS
6167,WALKING
8344,WALKING
7746,WALKING
531,STANDING
972,WALKING_UPSTAIRS
4368,WALKING_UPSTAIRS
9210,STANDING
5173,WALKING
8715,STANDING
6159,LAYING
7344,WALKING_UPSTAIRS
4920,SITTING
9097,SITTING
5201,WALKING
5231,WALKING_DOWNSTAIRS
5306,STANDING
3042,WALKING_UPSTAIRS
9522,WALKING_DOWNSTAIRS
7128,WALKING_UPSTAIRS
3191,WALKING_DOWNSTAIRS
9994,LAYING
649,WALKING_DOWNSTAIRS
1683,LAYING
339,WALKING_DOWNSTAIRS
1201,SITTING
9138,WALKING
8740,STANDING
2201,WALKING_UPSTAIRS
6944,WALKING_DOWNSTAIRS
1970,LAYING
3776,WALKING_UPSTAIRS
1436,WALKING_DOWNSTAIRS
497,WALKING_UPSTAIRS
8327,LAYING
1855,WALKING
4013,SITTING
7199,STANDING
2768,LAYING
4826,WALKING
6968,WALKING_UPSTAIRS
3890,LAYING
3530,WALKING
3233,WALKING_UPSTAIRS
7567,LAYING
5882,STANDING
5066,STANDING
9613,SITTING
1563,WALKING
9068,STANDING
7600,WALKING
8941,LAYING
2874,STANDING
4425,SITTING
3125,SITTING
671,WALKING_UPSTAIRS
6869,LAYING
4664,WALKING_DOWNSTAIRS
2406,STANDING
8688,WALKING_UPSTAIRS
2578,SITTING
4442,LAYING
10219,WALKING
2593,SITTING
477,WALKING_DOWNSTAIRS
5839,WALKING_UPSTAIRS
9963,SITTING
8751,SITTING
8810,WALKING
4734,SITTING
3645,STANDING
5591,WALKING
1663,SITTING
1561,WALKING
4106,WALKING
1160,STANDING
6163,LAYING
4132,WALKING_DOWNSTAIRS
1644,STANDING
10289,WALKING_UPSTAIRS
3969,STANDING
3248,STANDING
6930,WALKING_DOWNSTAIRS
6484,STANDING
2691,WALKING_UPSTAIRS
9449,LAYING
4532,WALKING_UPSTAIRS
1546,LAYING
2870,WALKING_UPSTAIRS
6830,STANDING
2857,WALKING_UPSTAIRS
2677,WALKING_DOWNSTAIRS
7849,SITTING
2266,SITTING
4391,STANDING
7458,WALKING
9661,LAYING
7040,LAYING
1741,WALKING_UPSTAIRS
3350,WALKING
6213,WALKING_DOWNSTAIRS
10071,WALKING_DOWNSTAIRS
6365,LAYING
9540,WALKING_UPSTAIRS
1659,SITTING
2411,STANDING
6990,STANDING
9588,STANDING
117,WALKING
126,WALKING_DOWNSTAIRS
4723,STANDING
734,SITTING
2549,STANDING
6681,SITTING
9598,STANDING
7543,SITTING
6836,SITTING
5480,STANDING
8259,STANDING
7399,SITTING
9989,LAYING
50,SITTING
9157,WALKING_DOWNSTAIRS
5279,STANDING
3577,WALKING_UPSTAIRS
7395,SITTING
10144,SITTING
5503,STANDING
8606,SITTING
2743,SITTING
907,LAYING
3812,STANDING
1131,WALKING_UPSTAIRS
8739,STANDING
6435,WALKING_UPSTAIRS
3170,WALKING
4857,WALKING_UPSTAIRS
9498,WALKING
9177,WALKING_UPSTAIRS
2670,WALKING_DOWNSTAIRS
7023,SITTING
1621,WALKING_UPSTAIRS
6792,WALKING_UPSTAIRS
5077,STANDING
7742,WALKING
9407,STANDING
2296,LAYING
945,WALKING
1185,SITTING
4413,SITTING
9535,WALKING_UPSTAIRS
7889,LAYING
8293,SITTING
5494,STANDING
2693,WALKING_UPSTAIRS
772,WALKING
3832,SITTING
8341,WALKING
4350,WALKING_UPSTAIRS
5575,LAYING
1222,LAYING
4331,WALKING_DOWNSTAIRS
6757,WALKING_DOWNSTAIRS
2121,LAYING
9041,WALKING_UPSTAIRS
7169,STANDING
2882,STANDING
1691,LAYING
7950,WALKING_UPSTAIRS
3281,SITTING
4929,SITTING
4806,WALKING
4610,LAYING
9448,LAYING
267,WALKING
8585,SITTING
9858,WALKING
5268,WALKING_UPSTAIRS
8086,WALKING_DOWNSTAIRS
1080,WALKING
7510,STANDING
8325,LAYING
4232,SITTING
4705,STANDING
9161,WALKING_DOWNSTAIRS
1411,WALKING
5183,WALKING
284,WALKING
9267,SITTING
3002,WALKING_DOWNSTAIRS
5093,STANDING
5801,WALKING
711,STANDING
1442,WALKING_DOWNSTAIRS
9763,STANDING
1608,WALKING_UPSTAIRS
5962,LAYING
780,WALKING
10078,WALKING_UPSTAIRS
8409,STANDING
10049,WALKING_DOWNSTAIRS
9805,SITTING
5256,WALKING_UPSTAIRS
5051,WALKING_UPSTAIRS
3567,WALKING_DOWNSTAIRS
8189,WALKING
5277,STANDING
7153,WALKING_DOWNSTAIRS
7201,SITTING
5335,SITTING
3666,SITTING
758,LAYING
9568,STANDING
4719,STANDING
2716,STANDING
5513,SITTING
2151,WALKING
9430,SITTING
10056,WALKING_DOWNSTAIRS
2765,LAYING
8037,LAYING
2500,WALKING_DOWNSTAIRS
6914,WALKING
94,WALKING
4508,WALKING_UPSTAIRS
5235,WALKING_DOWNSTAIRS
6993,STANDING
201,STANDING
5965,LAYING
5397,WALKING
9394,STANDING
6304,SITTING
4964,LAYING
2536,WALKING_UPSTAIRS
2352,WALKING_DOWNSTAIRS
5934,SITTING
8708,WALKING_UPSTAIRS
479,WALKING_DOWNSTAIRS
8758,SITTING
7091,WALKING
8484,WALKING
4626,LAYING
4554,STANDING
10021,WALKING
8906,SITTING
464,WALKING
8939,LAYING
7265,WALKING
106,WALKING
5625,WALKING_DOWNSTAIRS
10183,LAYING
8030,LAYING
7545,SITTING
4433,SITTING
5473,WALKING_UPSTAIRS
5119,SITTING
5296,STANDING
5845,WALKING_UPSTAIRS
5558,LAYING
4361,WALKING_DOWNSTAIRS
3137,LAYING
254,WALKING
2635,WALKING
8793,LAYING
7317,WALKING_DOWNSTAIRS
6825,STANDING
4632,WALKING
6075,STANDING
2302,WALKING
7050,LAYING
1943,SITTING
1705,WALKING
2007,WALKING
10016,LAYING
4345,WALKING_UPSTAIRS
9420,STANDING
9240,SITTING
3361,WALKING
5895,STANDING
527,STANDING
9328,WALKING
7512,STANDING
615,WALKING
7120,WALKING_DOWNSTAIRS
8919,SITTING
96,WALKING
2558,STANDING
8843,WALKING_DOWNSTAIRS
8574,STANDING
3830,SITTING
9300,LAYING
5983,WALKING
2615,LAYING
310,WALKING_UPSTAIRS
5545,SITTING
9291,LAYING
1404,WALKING
9302,WALKING
4060,LAYING
1941,SITTING
3237,STANDING
4641,WALKING
7562,LAYING
1573,WALKING
1130,WALKING_UPSTAIRS
2547,STANDING
4927,SITTING
2363,WALKING_UPSTAIRS
4384,STANDING
1759,STANDING
7573,LAYING
363,STANDING
3774,WALKING_UPSTAIRS
1738,WALKING_UPSTAIRS
4751,SITTING
7114,WALKING_DOWNSTAIRS
1267,WALKING_DOWNSTAIRS
7031,LAYING
4432,SITTING
1895,WALKING_UPSTAIRS
1907,STANDING
8994,WALKING_DOWNSTAIRS
2120,LAYING
2953,LAYING
4565,STANDING
9311,WALKING
6722,LAYING
6432,WALKING_UPSTAIRS
1909,STANDING
7133,WALKING_UPSTAIRS
3658,SITTING
9631,SITTING
1105,WALKING
6670,SITTING
5313,SITTING
1012,STANDING
7319,WALKING_DOWNSTAIRS
6843,SITTING
10031,WALKING
8023,LAYING
8836,WALKING_DOWNSTAIRS
3092,SITTING
610,WALKING
7902,WALKING
9042,WALKING_UPSTAIRS
8848,WALKING_UPSTAIRS
2790,LAYING
3438,STANDING
7673,STANDING
1409,WALKING
2641,WALKING
2412,SITTING
1648,SITTING
8186,LAYING
6105,SITTING
275,WALKING
5821,WALKING_DOWNSTAIRS
2418,SITTING
7991,STANDING
6344,LAYING
3794,STANDING
111,WALKING
9437,SITTING
2864,WALKING_UPSTAIRS
5900,STANDING
4014,SITTING
5270,WALKING_UPSTAIRS
1527,LAYING
188,STANDING
3515,LAYING
1818,LAYING
4689,WALKING_UPSTAIRS
1835,LAYING
4932,SITTING
7316,WALKING_DOWNSTAIRS
2395,STANDING
7821,STANDING
509,WALKING_UPSTAIRS
9790,SITTING
2109,SITTING
1059,LAYING
8410,STANDING
4211,STANDING
10218,WALKING
9848,WALKING
3708,LAYING
8095,WALKING_UPSTAIRS
1406,WALKING
1058,LAYING
1831,LAYING
2695,WALKING_UPSTAIRS
1833,LAYING
1419,WALKING
7475,WALKING_DOWNSTAIRS
6704,LAYING
6608,WALKING_UPSTAIRS
7881,LAYING
475,WALKING_DOWNSTAIRS
2345,WALKING_DOWNSTAIRS
5044,WALKING_UPSTAIRS
6787,WALKING_UPSTAIRS
9144,WALKING
3809,STANDING
9109,LAYING
10159,SITTING
315,WALKING_UPSTAIRS
206,SITTING
607,LAYING
633,WALKING
5798,WALKING
2753,SITTING
2923,SITTING
272,WALKING
9749,STANDING
2622,LAYING
3178,WALKING
121,WALKING
10210,LAYING
9750,STANDING
1193,SITTING
10252,WALKING_DOWNSTAIRS
6486,STANDING
4581,SITTING
9332,WALKING_DOWNSTAIRS
1550,WALKING
8443,SITTING
1513,SITTING
1815,LAYING
142,WALKING_DOWNSTAIRS
1606,WALKING_UPSTAIRS
8101,WALKING_DOWNSTAIRS
7937,WALKING_DOWNSTAIRS
7460,WALKING
7875,LAYING
70,LAYING
3895,LAYING
2460,LAYING
4318,WALKING
8247,WALKING_UPSTAIRS
9384,WALKING_UPSTAIRS
6099,SITTING
7452,WALKING
5055,WALKING_UPSTAIRS
3026,WALKING_UPSTAIRS
1725,WALKING_DOWNSTAIRS
6222,WALKING_UPSTAIRS
4389,STANDING
7482,WALKING_DOWNSTAIRS
4272,LAYING
9928,STANDING
1427,WALKING_DOWNSTAIRS
8248,WALKING_UPSTAIRS
7537,SITTING
4262,LAYING
6127,SITTING
6518,LAYING
9212,STANDING
5248,WALKING_UPSTAIRS
6069,STANDING
7751,WALKING
7753,WALKING
1013,STANDING
6634,STANDING
5853,WALKING_DOWNSTAIRS
4203,STANDING
6056,STANDING
3699,LAYING
9780,SITTING
5205,WALKING
702,STANDING
2859,WALKING_UPSTAIRS
9941,STANDING
1079,WALKING
190,STANDING
9034,WALKING_UPSTAIRS
8826,WALKING
3265,STANDING
7579,WALKING
1239,WALKING
4146,WALKING_UPSTAIRS
966,WALKING_DOWNSTAIRS
3589,WALKING_UPSTAIRS
4330,WALKING_DOWNSTAIRS
8139,SITTING
3180,WALKING
5967,LAYING
3621,STANDING
8912,SITTING
5550,SITTING
3044,WALKING_UPSTAIRS
5923,SITTING
2976,WALKING
4141,WALKING_DOWNSTAIRS
2483,WALKING
2389,STANDING
9523,WALKING_DOWNSTAIRS
444,WALKING
3569,WALKING_DOWNSTAIRS
1674,LAYING
7658,STANDING
9595,STANDING
7774,WALKING_DOWNSTAIRS
8893,STANDING
1584,WALKING_DOWNSTAIRS
8694,WALKING_UPSTAIRS
8480,LAYING
7832,STANDING
5443,WALKING_DOWNSTAIRS
5406,WALKING
2509,WALKING_DOWNSTAIRS
3250,STANDING
999,STANDING
3,STANDING
1770,STANDING
3881,LAYING
5486,STANDING
9172,WALKING_DOWNSTAIRS
6712,LAYING
7433,WALKING
6385,WALKING
2481,WALKING
5603,WALKING
3009,WALKING_DOWNSTAIRS
17,STANDING
7192,STANDING
3779,WALKING_DOWNSTAIRS
8089,WALKING_DOWNSTAIRS
9169,WALKING_DOWNSTAIRS
5769,LAYING
595,LAYING
4786,LAYING
2713,STANDING
7813,WALKING_UPSTAIRS
5403,WALKING
8942,LAYING
1811,SITTING
6168,WALKING
2082,STANDING
3427,STANDING
4595,SITTING
2727,STANDING
174,WALKING_UPSTAIRS
7002,SITTING
1367,SITTING
622,WALKING
10163,SITTING
1264,WALKING
6033,WALKING_UPSTAIRS
5937,SITTING
2035,WALKING_UPSTAIRS
10251,WALKING_DOWNSTAIRS
6945,WALKING_UPSTAIRS
535,STANDING
5847,WALKING_UPSTAIRS
5972,LAYING
5042,WALKING_UPSTAIRS
2868,WALKING_UPSTAIRS
313,WALKING_UPSTAIRS
6378,WALKING
9862,WALKING
3273,STANDING
737,SITTING
8923,SITTING
1270,WALKING_DOWNSTAIRS
8201,WALKING
7090,WALKING
4426,SITTING
218,LAYING
3727,WALKING
9235,STANDING
7383,SITTING
6393,WALKING
5142,LAYING
9347,WALKING_UPSTAIRS
4131,WALKING_DOWNSTAIRS
9833,LAYING
2831,WALKING_DOWNSTAIRS
9419,STANDING
9271,LAYING
3848,SITTING
4173,WALKING_UPSTAIRS
6269,STANDING
4870,WALKING_DOWNSTAIRS
3923,WALKING
6679,SITTING
1171,STANDING
6417,WALKING_DOWNSTAIRS
5265,WALKING_UPSTAIRS
6283,STANDING
5517,SITTING
3152,LAYING
8104,WALKING_DOWNSTAIRS
4750,SITTING
4812,WALKING
4377,STANDING
9324,WALKING
2262,SITTING
8538,WALKING_UPSTAIRS
2734,SITTING
9949,STANDING
7934,WALKING_DOWNSTAIRS
9998,LAYING
6711,LAYING
6513,SITTING
1919,STANDING
8308,LAYING
4903,STANDING
1640,STANDING
4365,WALKING_DOWNSTAIRS
1667,LAYING
5578,LAYING
9214,STANDING
1624,STANDING
8852,WALKING_UPSTAIRS
3879,LAYING
2912,SITTING
3169,WALKING
2612,LAYING
5652,WALKING_UPSTAIRS
6313,SITTING
1,STANDING
2873,STANDING
319,WALKING_UPSTAIRS
2383,STANDING
2935,SITTING
2739,SITTING
5601,WALKING
4395,STANDING
4755,SITTING
3214,WALKING_UPSTAIRS
326,WALKING_UPSTAIRS
4323,WALKING
5156,LAYING
39,SITTING
8817,WALKING
6160,LAYING
4250,SITTING
2071,STANDING
6310,SITTING
8894,STANDING
904,LAYING
7715,LAYING
7305,WALKING_DOWNSTAIRS
565,SITTING
2158,WALKING
2269,SITTING
3102,SITTING
4095,LAYING
9922,STANDING
4456,LAYING
3054,STANDING
3292,SITTING
983,WALKING_UPSTAIRS
8427,SITTING
8031,LAYING
2068,STANDING
3249,STANDING
2836,WALKING_DOWNSTAIRS
1619,WALKING_UPSTAIRS
604,LAYING
4382,STANDING
2576,SITTING
442,WALKING
5021,WALKING_DOWNSTAIRS
9001,WALKING_DOWNSTAIRS
5460,WALKING_UPSTAIRS
2192,WALKING_UPSTAIRS
3786,WALKING_UPSTAIRS
6413,WALKING_UPSTAIRS
7001,SITTING
5543,SITTING
8668,WALKING_DOWNSTAIRS
4376,STANDING
1440,WALKING_DOWNSTAIRS
1309,WALKING_UPSTAIRS
10167,SITTING
1742,WALKING_UPSTAIRS
4316,WALKING
1866,WALKING_DOWNSTAIRS
652,WALKING_DOWNSTAIRS
1856,WALKING
2115,LAYING
519,WALKING_UPSTAIRS
1317,STANDING
5757,LAYING
7084,WALKING
107,WALKING
1350,SITTING
4022,SITTING
5326,SITTING
9606,SITTING
462,WALKING
3485,SITTING
10162,SITTING
4842,WALKING_UPSTAIRS
6586,WALKING_DOWNSTAIRS
906,LAYING
7984,STANDING
2325,WALKING
9912,WALKING_UPSTAIRS
8905,SITTING
10283,WALKING_DOWNSTAIRS
8966,WALKING
8890,STANDING
1630,STANDING
9737,WALKING_UPSTAIRS
7532,STANDING
7483,WALKING_DOWNSTAIRS
7205,SITTING
8854,WALKING_UPSTAIRS
7921,WALKING
4744,SITTING
4502,WALKING_DOWNSTAIRS
9496,WALKING
1424,WALKING
885,SITTING
5467,WALKING_UPSTAIRS
1692,WALKING
297,WALKING_DOWNSTAIRS
1889,WALKING_UPSTAIRS
4647,WALKING
4217,STANDING
5746,LAYING
2945,LAYING
9874,WALKING_DOWNSTAIRS
4933,SITTING
7733,LAYING
5848,WALKING_UPSTAIRS
5461,WALKING_UPSTAIRS
4943,SITTING
5138,LAYING
6777,WALKING_UPSTAIRS
8489,WALKING
10018,LAYING
4287,LAYING
6453,STANDING
6501,SITTING
8158,SITTING
5990,WALKING
5246,WALKING_UPSTAIRS
8159,SITTING
4419,SITTING
7633,WALKING_UPSTAIRS
4113,WALKING
3520,LAYING
9424,SITTING
574,SITTING
10086,WALKING_UPSTAIRS
6476,STANDING
8690,WALKING_UPSTAIRS
4645,WALKING
8992,WALKING_DOWNSTAIRS
2679,WALKING_DOWNSTAIRS
3098,SITTING
9026,WALKING_UPSTAIRS
4777,LAYING
3012,WALKING_DOWNSTAIRS
4991,WALKING
4190,STANDING
4535,STANDING
5730,SITTING
1900,WALKING_UPSTAIRS
6576,WALKING
795,WALKING
5137,LAYING
8700,WALKING_UPSTAIRS
10045,WALKING
6455,STANDING
7993,SITTING
7179,STANDING
3432,STANDING
6971,STANDING
8077,WALKING_UPSTAIRS
29,SITTING
7162,WALKING_UPSTAIRS
8082,WALKING_UPSTAIRS
7752,WALKING
5300,STANDING
5709,SITTING
4757,SITTING
191,STANDING
1806,SITTING
6791,WALKING_UPSTAIRS
5031,WALKING_DOWNSTAIRS
7457,WALKING
5459,WALKING_UPSTAIRS
9908,WALKING_UPSTAIRS
9402,STANDING
8977,WALKING
9865,WALKING
3651,SITTING
3653,SITTING
5770,LAYING
6709,LAYING
6261,STANDING
4822,WALKING
6439,WALKING_UPSTAIRS
8491,WALKING
6674,SITTING
3912,WALKING
1819,LAYING
9230,STANDING
8279,STANDING
9303,WALKING
6366,LAYING
9599,STANDING
6356,LAYING
8459,LAYING
3204,WALKING_DOWNSTAIRS
1281,WALKING_DOWNSTAIRS
10141,SITTING
7476,WALKING_DOWNSTAIRS
5496,STANDING
4550,STANDING
6884,LAYING
9799,SITTING
9816,LAYING
2254,SITTING
5697,STANDING
2722,STANDING
7191,STANDING
4147,WALKING_UPSTAIRS
4902,STANDING
5478,STANDING
632,WALKING
2427,SITTING
8025,LAYING
8474,LAYING
1113,WALKING_DOWNSTAIRS
8543,WALKING_UPSTAIRS
3599,WALKING_DOWNSTAIRS
4070,LAYING
5826,WALKING_DOWNSTAIRS
7326,WALKING_UPSTAIRS
8767,SITTING
5110,SITTING
136,WALKING_DOWNSTAIRS
4832,WALKING_DOWNSTAIRS
9987,LAYING
5750,LAYING
7222,SITTING
5260,WALKING_UPSTAIRS
4635,WALKING
6863,SITTING
182,STANDING
171,WALKING_UPSTAIRS
3359,WALKING
887,SITTING
9896,WALKING_UPSTAIRS
8063,WALKING
9039,WALKING_UPSTAIRS
9337,WALKING_DOWNSTAIRS
1190,SITTING
4399,STANDING
3942,WALKING_UPSTAIRS
9400,STANDING
1084,WALKING
6534,LAYING
7630,WALKING_DOWNSTAIRS
7325,WALKING_UPSTAIRS
6345,LAYING
863,STANDING
7976,STANDING
6920,WALKING
2419,SITTING
8684,WALKING_DOWNSTAIRS
4562,STANDING
9834,LAYING
2324,WALKING
5773,LAYING
4029,SITTING
5299,STANDING
10248,WALKING_DOWNSTAIRS
761,LAYING
3888,LAYING
6475,STANDING
5884,STANDING
3787,WALKING_UPSTAIRS
7893,LAYING
3376,WALKING
9579,STANDING
7282,WALKING
8518,WALKING_DOWNSTAIRS
6758,WALKING_DOWNSTAIRS
8614,LAYING
869,STANDING
1903,WALKING_UPSTAIRS
4688,WALKING_UPSTAIRS
5419,WALKING_DOWNSTAIRS
3179,WALKING
9479,LAYING
9923,STANDING
7998,SITTING
9798,SITTING
2871,STANDING
6392,WALKING
7260,LAYING
3421,WALKING_UPSTAIRS
7692,SITTING
2377,WALKING_UPSTAIRS
6480,STANDING
1668,LAYING
3586,WALKING_UPSTAIRS
7837,STANDING
4957,LAYING
704,STANDING
1460,WALKING_UPSTAIRS
286,WALKING
7327,WALKING_UPSTAIRS
10131,STANDING
3409,WALKING_UPSTAIRS
7176,STANDING
917,LAYING
2486,WALKING
3552,WALKING
8503,WALKING
4934,SITTING
5610,WALKING
518,WALKING_UPSTAIRS
3373,WALKING
7209,SITTING
2816,WALKING
3857,SITTING
8049,WALKING
1757,STANDING
9856,WALKING
4179,STANDING
9566,STANDING
7986,STANDING
1999,WALKING
1873,WALKING_DOWNSTAIRS
5411,WALKING
5732,SITTING
5763,LAYING
8951,LAYING
2829,WALKING_DOWNSTAIRS
6361,LAYING
8163,LAYING
9815,LAYING
3526,LAYING
3278,STANDING
5242,WALKING_UPSTAIRS
896,LAYING
76,LAYING
6947,WALKING_UPSTAIRS
2283,LAYING
3348,WALKING
1678,LAYING
6442,WALKING_UPSTAIRS
4790,LAYING
9653,LAYING
2570,SITTING
4360,WALKING_DOWNSTAIRS
7960,WALKING_UPSTAIRS
9564,STANDING
8297,SITTING
10225,WALKING
8467,LAYING
7147,WALKING_DOWNSTAIRS
7623,WALKING_DOWNSTAIRS
1019,STANDING
2735,SITTING
2487,WALKING
7990,STANDING
5426,WALKING_DOWNSTAIRS
4960,LAYING
7393,SITTING
7500,WALKING_UPSTAIRS
2833,WALKING_DOWNSTAIRS
8440,SITTING
8871,WALKING_UPSTAIRS
2642,WALKING
476,WALKING_DOWNSTAIRS
7628,WALKING_DOWNSTAIRS
7450,WALKING
10258,WALKING_DOWNSTAIRS
9997,LAYING
7610,WALKING_DOWNSTAIRS
8428,SITTING
817,WALKING_DOWNSTAIRS
4946,LAYING
5946,LAYING
179,STANDING
4071,LAYING
9953,SITTING
4543,STANDING
9778,STANDING
4392,STANDING
3680,SITTING
148,WALKING_DOWNSTAIRS
10121,STANDING
7919,WALKING
3115,SITTING
2022,WALKING_DOWNSTAIRS
4294,LAYING
4275,LAYING
3070,STANDING
6918,WALKING
6554,WALKING
7234,LAYING
1168,STANDING
89,WALKING
7127,WALKING_UPSTAIRS
3245,STANDING
9954,SITTING
7686,SITTING
1348,SITTING
8764,SITTING
668,WALKING_UPSTAIRS
7933,WALKING_DOWNSTAIRS
6290,SITTING
3792,WALKING_UPSTAIRS
689,STANDING
5921,SITTING
4697,STANDING
5455,WALKING_UPSTAIRS
2426,SITTING
4129,WALKING_DOWNSTAIRS
1636,STANDING
120,WALKING
4451,LAYING
3724,WALKING
4241,SITTING
3382,WALKING_DOWNSTAIRS
6855,SITTING
9845,LAYING
5627,WALKING_DOWNSTAIRS
8437,SITTING
634,WALKING
7093,WALKING
528,STANDING
4963,LAYING
6085,STANDING
4512,WALKING_UPSTAIRS
8185,LAYING
5514,SITTING
7378,STANDING
5690,STANDING
1579,WALKING_DOWNSTAIRS
9110,LAYING
